enrollee_id,target
16548,0.7309393678680391
12036,0.33001117524162904
11061,0.7620279452797285
5032,0.3298875997801597
17599,0.4091359777515602
19314,0.3819014229089428
12365,0.6840704251639954
22696,0.413172094375476
16083,0.34519130099316425
33240,0.29305933802461287
813,0.3696926774267927
1362,0.33154890961477446
3821,0.3414140667567017
26316,0.6160014717871485
29269,0.4011614076610887
22524,0.3477792050709271
30407,0.33425401104271674
863,0.3293349734152611
27743,0.35112562103734873
29303,0.37476931623529963
1019,0.5615011319267548
8819,0.3760722830236528
5397,0.44881509367293054
14697,0.3747528134817871
10407,0.40297026819843906
19224,0.5757454072457395
735,0.332201109986403
14106,0.7872639489672641
858,0.36899205115586103
9061,0.34164171741090354
12775,0.3696845529029055
7964,0.40877371183348354
30781,0.41461573478701663
29346,0.5490124440293679
17991,0.35638431440166685
15768,0.3859905774898066
15378,0.34934571243070434
27248,0.3593477684049501
5931,0.33395300863917
11897,0.32081118712153245
10606,0.3637962240087593
28368,0.3830535920327839
11081,0.31647948508672036
19611,0.5350880306435274
1283,0.3337265205883172
18590,0.35275601289802416
2076,0.3246916212967397
19130,0.3977516871481267
29874,0.3628614187506081
16387,0.33964576803618374
22536,0.38111413224492774
30268,0.6950554067429469
23258,0.38686095575426505
14201,0.5016091262329746
10551,0.5574358806704711
28787,0.5638939119936062
23340,0.7293030959330309
26020,0.47603840666144037
22989,0.4028585627208952
14594,0.3868284632799844
10127,0.40022626255159743
18684,0.36337397086848644
20163,0.50301821961529
997,0.4022450777828898
32505,0.6593183788753145
28948,0.4667319704172629
19793,0.4483737205364141
22487,0.43642150858709117
28765,0.3374378288649498
28078,0.40851817816158253
3780,0.4068114838618808
15396,0.49274477935371297
31167,0.37681034252862367
8834,0.6154891114088317
12051,0.41271322914335823
29453,0.6449800293676696
4305,0.5872573204430449
28298,0.40253271747356445
33189,0.390893839724196
6611,0.3697159401070442
4763,0.7140043109705931
11459,0.3640424432803861
4870,0.4332754738848006
12630,0.33512958673218374
29618,0.3542908846636363
30033,0.5152078979221848
25404,0.43397000578065725
5522,0.47206371362006666
13026,0.5864991426980019
14788,0.5340222188708529
8450,0.5221474504546479
15425,0.3740453566807013
17221,0.7863332170527148
32535,0.4787232611519785
3356,0.3543002008365027
6938,0.3895189766833558
25715,0.3376748297921058
25064,0.5511483636732373
29805,0.3621024703059895
20608,0.650454187195369
32283,0.3586528912075303
17793,0.5285132450775315
1525,0.39357352314895333
3579,0.6156655061555426
1704,0.32012222082972847
16657,0.42777493184051557
21066,0.42233127648083785
32817,0.35131417236637946
24938,0.44027000671145566
2837,0.7427090713083542
1157,0.3895220127820855
33154,0.5207306122559932
27434,0.5064384829738191
15056,0.3368054225649455
2555,0.4409016144697069
19701,0.34171831929790414
25529,0.3672495758472434
17070,0.4079339120614395
26053,0.3186618910311498
30684,0.36630242058968365
2815,0.4299982153905404
31291,0.32890203586718597
26903,0.4109809872087346
32889,0.5003251064192097
20873,0.5609982048010551
27921,0.55739053562518
16150,0.37395956876401615
31345,0.36410869976305216
13375,0.516314307238213
12369,0.5927027557362237
30180,0.35297085713470544
33355,0.3124732944884333
2417,0.33857308526692154
30481,0.42757109928080406
5540,0.4335142347204732
32713,0.5515949444182563
263,0.616196315558565
20373,0.39690961391630325
4991,0.4652595859996771
24045,0.5941285339595757
17697,0.40862517635890394
30866,0.3874076932364083
12996,0.6625865696376491
25973,0.30310160325677943
18035,0.684844615165135
8980,0.38705218261254415
6515,0.6151333671671229
24754,0.40300819533204246
3901,0.35123142829863646
8499,0.6415114350552801
6139,0.3007942756602517
31696,0.3396844485490296
24611,0.3215187215643075
18882,0.38561182040498587
11713,0.6823443440114989
7027,0.34287895195015505
23513,0.33600755736301874
3013,0.604142190060777
11584,0.43798442801313753
24451,0.3693529025195148
17738,0.5968285896540423
30028,0.4976972540939584
9366,0.5971998942855061
25896,0.33807927714876845
29281,0.46563929466557374
31222,0.4046890528431583
11790,0.6422924922856431
15533,0.5653728541528964
10055,0.46452238212778396
32053,0.5912680131886539
9977,0.43578879636622847
30111,0.5365100265877166
20140,0.6653421007417399
24780,0.4554776897345807
33097,0.3181311817796003
1312,0.3758016432627945
8694,0.36207465484287804
14127,0.3850871656381605
29904,0.4045832920169538
29099,0.35625371334843703
18616,0.3707043469749858
31040,0.5981882288236305
28643,0.5591131138080376
7132,0.6243713736626281
30579,0.31361856901632723
19419,0.42567208445980986
7835,0.5053940707072745
11957,0.3715240090181399
20303,0.25691386707899494
20120,0.33372068188615434
24434,0.38677314544129765
25972,0.31209618622553026
10442,0.4480954198326993
24285,0.6111556616625016
8925,0.614547335880379
26227,0.35681645765853975
15960,0.33370329752014083
28482,0.5092246491691822
23555,0.43754671263979106
10319,0.3490555032483873
9717,0.43960035641242173
24606,0.6922959088118523
4545,0.3920846741467625
30371,0.5208515923960806
10309,0.4634520385923521
11076,0.36927196466000234
14411,0.7418197565829562
18403,0.40368618204371726
30763,0.6122292422647664
10772,0.34481978540767344
10597,0.34152714723336214
6940,0.33929803287142035
14149,0.6639377705065663
30682,0.397862652796129
33089,0.3384567595196301
28300,0.5655198230344095
28024,0.3765888871985392
15923,0.4049540516738409
23021,0.36452681547467203
9271,0.5347769788404907
24649,0.3522040780534834
25717,0.3896695531101394
21247,0.43270485057818847
2302,0.37122703882075814
32609,0.5197751523326788
27506,0.3545671495130014
30403,0.4803854616972625
6612,0.37381141586066735
14011,0.3393681644912927
22398,0.3717694183829632
13659,0.3729939340032037
7087,0.42206309887944604
33044,0.5589896422702486
29659,0.6256197744553467
23199,0.3843630964809047
1093,0.3257170688677427
12165,0.40139870016374835
27636,0.34605459517643244
11850,0.5413141681102089
1929,0.28309109058118265
31747,0.5682083038859598
29506,0.4673321233684622
10320,0.3525963583158196
4209,0.39397084108813996
28190,0.6106893437235628
26665,0.6805108308112349
13817,0.3590572693176194
2899,0.7258225289739519
8530,0.42808998247932556
28742,0.3644491112299424
4944,0.4330351263703297
16458,0.667659732067589
23632,0.5493434957841934
7422,0.5537954327909307
14564,0.3632977685364154
18967,0.4169609018107037
12862,0.5736247528125772
18021,0.41074291189468165
27748,0.6755119233518243
1683,0.3580841802950342
13043,0.42797525337662
274,0.35730922354749856
30001,0.3703653143093331
19300,0.5029369901353454
25154,0.6048465357300256
1387,0.38308466620445036
6261,0.38356422088294173
22427,0.5559381896071494
1348,0.35118201649881703
23959,0.3854000203365492
24455,0.32467317274951224
6441,0.6387540954197918
13576,0.3454924816313617
21421,0.39514674454485665
18542,0.31526021036558394
2303,0.4138875172883154
4541,0.4680664952852215
22275,0.3617272758497425
14004,0.5858504421453598
2246,0.4537484650648774
23304,0.5477112443311636
28181,0.5077944741816095
28971,0.432289340120619
10488,0.7295513932267301
23594,0.48475138224359693
25132,0.37832971155191775
11381,0.3793308652708979
8885,0.3688112690554227
23577,0.4317878601723637
26207,0.3630663489270838
11901,0.59064386459867
27544,0.3650524375240249
30808,0.3691416004626653
4629,0.4251252139305275
8110,0.41725830993055346
28621,0.620680659309497
30647,0.38552355305041613
8427,0.3610335106107438
14577,0.4720613877039017
28792,0.45769184852788
17562,0.582341521467631
22218,0.48103781870087364
4942,0.5597172270213355
29970,0.34641687799438764
5829,0.3424310558726159
4243,0.5491471161737889
7600,0.37605566824671266
16780,0.37467507810885564
4979,0.33600041689721605
4473,0.6251302309438499
13871,0.36762806576886375
5314,0.6620723819143394
20327,0.40195697163800415
29210,0.738485490718498
10237,0.5678935317430934
26825,0.3817428503558892
32970,0.48190201724890724
13250,0.699812921066387
7381,0.407357562203358
30473,0.6172918929655051
9636,0.5831419151615802
31683,0.40120477122215326
19525,0.6169332419613678
31584,0.37909295268138365
18901,0.5016680289992029
340,0.25692610186429043
28881,0.7016646029071864
29003,0.3384229073512913
23445,0.5625290640098987
19486,0.5674633642960591
26531,0.6980607707861775
15476,0.5476806326955732
8078,0.5456321923286794
9731,0.3566856585200131
5959,0.6478934533944364
10208,0.3324591355236576
11322,0.5453417672007058
1118,0.3719061745105368
15482,0.4256678672057171
14191,0.3515241570331066
31824,0.3510510827432633
9215,0.5652648342125108
17787,0.3845488971393063
18472,0.7540338586306108
1142,0.31308897939708474
26038,0.6666886518907071
31976,0.3843241241504941
17174,0.22037564601178042
819,0.6658627271232511
3189,0.3515119762821267
4734,0.501009961419604
20936,0.6178937706474611
10966,0.5041254016925953
21084,0.35119465443066583
3171,0.46960108497464614
2483,0.5347950447583607
14282,0.34477457565071357
5863,0.5946483394016585
32830,0.5884061345594574
3333,0.3425463408482382
16152,0.3495200040033933
9535,0.42337899301450155
20776,0.36463765118653857
33351,0.5304529976313924
19444,0.6500747778523264
15447,0.348572583304483
17912,0.3479141233945213
11109,0.35466491055810245
21309,0.4376837295282697
29469,0.42093691302076075
3648,0.2627891091862393
11115,0.3332675269136857
14807,0.3720678696209401
18390,0.6481812103098825
27682,0.35383367700468843
25516,0.3880929983148915
27042,0.324539717645118
9707,0.7244805289772875
4098,0.3756174443862443
16288,0.5349844617875541
29114,0.40164940885771044
920,0.3538536693826841
7015,0.3745722936890043
32618,0.3610100673098301
23029,0.5232041424358492
1273,0.6461377443370899
1154,0.4122136162619533
3382,0.3621765281053389
22533,0.4528501424833189
16613,0.34451915724619253
10591,0.7417930476588579
11702,0.5787805168028817
25036,0.40268741933506225
25908,0.36880280186759307
9328,0.4344447053366999
18570,0.39571681312162577
16377,0.36457782747112166
1918,0.6010281091332671
5016,0.37190238819541915
6799,0.38357800325316466
27432,0.3909289741682279
5084,0.48634950009467737
28274,0.37811485577371046
32752,0.35172920921776274
3515,0.37736235791932016
23754,0.7336720803056127
1062,0.5256884329886372
25454,0.32400899323329513
9996,0.34942995282206857
6373,0.5567891523234322
31597,0.3508834048380074
27118,0.3061853701862994
17264,0.421365350319103
13980,0.4500109371969835
10147,0.3298875536875592
25488,0.3180094741602283
32686,0.6689881078800133
1493,0.45222448790269915
1843,0.33878361383702116
13780,0.39686301329727464
31797,0.5467244727140228
18719,0.659112416669702
22422,0.6055166866722538
22859,0.3531698798421121
7547,0.4206332266903869
11759,0.534865081423613
7582,0.3675294862798659
267,0.3708783777274463
11913,0.4170500280065579
7978,0.7005795606084012
27768,0.33241850890071645
27267,0.43934683338591957
11095,0.3455065993309509
8372,0.4229209634677294
5984,0.3919658055105204
30724,0.5504811206334517
12535,0.34735326296893626
7622,0.3206064684197766
26753,0.3883701426051075
9790,0.4430723142270374
16515,0.6037657894109574
8569,0.7729144533247058
7400,0.4014127598196835
1245,0.32057532158380947
18336,0.32424921724364364
24528,0.44634920374534837
1382,0.6886912921776681
24352,0.3785923894814819
32543,0.3904871571669809
17036,0.6214870586485708
18120,0.4619762367726691
22560,0.6007057905723229
704,0.3249065360186726
33324,0.5098561134655759
4329,0.5568826147615906
21971,0.36931523755228696
8995,0.44316029167369747
23607,0.5346678280424344
32701,0.3702956392291319
6962,0.4206687841411992
8127,0.3702248714505587
22658,0.3690626103728074
18934,0.3800570916157015
29583,0.33797786834266114
4796,0.35404365886157846
6116,0.3236067679135215
24703,0.3518410214475206
23219,0.3470643747423627
22799,0.37607305485072906
33160,0.3144594599214101
18986,0.3685828051607748
21327,0.4775483541962313
13680,0.33218652301127377
21825,0.4008702850822917
2721,0.4635529130893583
18425,0.5047631781519217
15408,0.42044636768865096
18326,0.7562959534298905
10658,0.6767409331614949
7070,0.31641488649559146
20876,0.36470020348525967
21114,0.758392112703246
8472,0.3646986791693188
31563,0.33325334332094286
28846,0.3666401300111304
23053,0.4050379237459053
32028,0.4949579854257279
29784,0.4251839362500913
16997,0.3315430356864809
18355,0.5384833815866255
30847,0.5062563329071953
13841,0.5945013600124944
18197,0.3345289400454212
28060,0.3963443371942137
16197,0.4192035414841537
3471,0.3607570598792292
20009,0.360034617886723
16602,0.431902593481041
26534,0.4377092917056167
26089,0.4290080030612712
12502,0.544889900630677
15073,0.46607789426653423
25259,0.4172464064938731
32479,0.43068834140709733
3963,0.5465103032076071
18314,0.33896321509433414
3736,0.5823169140879222
23637,0.393742577551721
32876,0.33874284536325633
25338,0.3312758595143951
